t,ret,sigma2_true
593,-0.007936067261483642,0.0001
594,0.006480245835615376,0.0001
595,0.007708217208581128,0.0001
596,0.002727638470713694,0.0001
597,0.020950959132074103,0.0001
598,0.019246864325816602,0.0001
599,0.0017254150854702898,0.0001
600,0.005719787034540684,0.0001
601,0.009407412849489438,0.0001
602,-0.008417301379222822,0.0001
603,0.0005691545168708639,0.0001
604,-0.02025211115848353,0.0001
605,0.006596194815256742,0.0001
606,-0.008885774369511261,0.0001
607,-0.004447874636144156,0.0001
608,-0.0016800385023556818,0.0001
609,0.003201156444094267,0.0001
610,0.016407168397236233,0.0001
611,-0.007909498361053712,0.0001
612,-0.0034106167922996907,0.0001
613,-0.004781789216955382,0.0001
614,0.004975065676017968,0.0001
615,0.00639167100499804,0.0001
616,0.02002252483589788,0.0001
617,0.007630168989350723,0.0001
618,-0.002496231021307001,0.0001
619,-0.006406042984201509,0.0001
620,-0.00915096579922846,0.0001
621,0.0025276212421860888,0.0001
622,-0.00240868022750191,0.0001
623,-0.007553847937066442,0.0001
624,0.0009534368924784753,0.0001
625,0.0008333117596868291,0.0001
626,-0.019217460557207144,0.0001
627,0.01308893510601771,0.0001
628,-0.004869089338900255,0.0001
629,0.0032123248760190966,0.0001
630,-0.01307379968550535,0.0001
631,0.0052177088846680755,0.0001
632,0.011283462250938507,0.0001
633,0.0045501800290428515,0.0001
634,-0.010674627292372152,0.0001
635,0.0038539616712463965,0.0001
636,0.010484845469652065,0.0001
637,0.0028770117019411645,0.0001
638,-0.016883278961775543,0.0001
639,0.02721833279956807,0.0001
640,-0.011801644891241185,0.0001
641,0.010947819639258834,0.0001
642,-0.00029578775253296665,0.0001
643,0.003410908299421502,0.0001
644,-0.004956556136369924,0.0001
645,-0.009049046183490153,0.0001
646,0.00012058489975822734,0.0001
647,-0.008164717297680445,0.0001
648,-0.013214465878311115,0.0001
649,-0.012063474174285611,0.0001
650,0.016211606247742743,0.0001
651,-0.006507290708155203,0.0001
652,0.005524989831505938,0.0001
653,0.011566135374889302,0.0001
654,-0.005954573239927232,0.0001
655,-0.0004166063287380493,0.0001
656,0.004688942151531654,0.0001
657,0.017660592529448772,0.0001
658,-0.012279319537751177,0.0001
659,-0.005795350262132595,0.0001
660,-0.0013847817010624404,0.0001
661,-0.004238266573505836,0.0001
662,-0.0014116332118473706,0.0001
663,-0.016306016683438323,0.0001
664,-0.008997046420408867,0.0001
665,0.014877717703557761,0.0001
666,-0.015221287135838693,0.0001
667,-0.013809483875706092,0.0001
668,-0.03063560799884839,0.0001
669,-0.018665657410212075,0.0001
670,0.0016684629028684906,0.0001
671,-0.01638545063199441,0.0001
672,0.013342718800190468,0.0001
673,0.004823914460475843,0.0001
674,-0.017640398647306516,0.0001
675,-0.010024676717060182,0.0001
676,0.0001322763125222498,0.0001
677,-0.0017551901633439608,0.0001
678,-0.0013842520516371604,0.0001
679,-0.013002806373292375,0.0001
680,-0.003765289469946331,0.0001
681,-0.012617687684684548,0.0001
682,0.006100467917637924,0.0001
683,0.01202402102360379,0.0001
684,-0.005296476819686598,0.0001
685,0.0018102267001131433,0.0001
686,-0.0029947299112699282,0.0001
687,-0.000705743599768667,0.0001
688,0.010484344596591479,0.0001
689,0.0014011743786156302,0.0001
690,-6.877332586528614e-05,0.0001
691,-0.00898136765414182,0.0001
692,-0.021454257086467674,0.0001
693,-0.009971071670667199,0.0001
694,0.0018659005061962728,0.0001
695,0.004689410640092542,0.0001
696,-0.006358951620401221,0.0001
697,-0.0006272784190577848,0.0001
698,-0.01627547654626712,0.0001
699,-0.005126394446172748,0.0001
700,-0.0056287826735516465,0.0001
701,-0.005529471632811572,0.0001
702,0.01718780151710629,0.0001
703,-0.009586570965783673,0.0001
704,-0.008149944832550712,0.0001
705,-0.0006969881296108344,0.0001
706,0.015764377671546714,0.0001
707,0.004960742060995694,0.0001
708,-0.02190317252899233,0.0001
709,0.0015238805900004914,0.0001
710,-0.012186810329715612,0.0001
711,-0.003752563558728625,0.0001
712,0.0025653064509038683,0.0001
713,-0.005639122766315708,0.0001
714,0.01805897124938645,0.0001
715,0.004020129376953135,0.0001
716,-0.011341511444063765,0.0001
717,-0.004015353779439619,0.0001
718,-0.009246595148258733,0.0001
719,0.0015301325082992265,0.0001
720,0.006472506465379932,0.0001
721,-0.0019044158409699697,0.0001
722,0.0023010540390520076,0.0001
723,-0.006949141724800192,0.0001
724,0.004395477435750586,0.0001
725,-0.015405215084721553,0.0001
726,0.019429870671688415,0.0001
727,0.027074209838699785,0.0001
728,0.025050598080965273,0.0001
729,-0.00023744176318197475,0.0001
730,-0.0016300471544492112,0.0001
731,0.0020187855460003933,0.0001
732,-0.025912392630222915,0.0001
733,-0.004674978911623744,0.0001
734,-0.012683938242310615,0.0001
735,0.007282274830005025,0.0001
736,-0.0035656303664659567,0.0001
737,0.008900946593838976,0.0001
738,-0.008907737270899203,0.0001
739,-0.01969087003768364,0.0001
740,0.005146924098399844,0.0001
741,-0.0010289914001071633,0.0001
742,-0.011696084850565325,0.0001
743,-0.014809086113189136,0.0001
744,-0.004898301122299832,0.0001
745,0.0003427273280774355,0.0001
746,-0.01900606319526971,0.0001
747,0.0024779208598808824,0.0001
748,-0.004520306950857135,0.0001
749,0.005197632102091362,0.0001
750,-0.007670988656709636,0.0001
751,0.01243502535302234,0.0001
752,-0.00406413071058696,0.0001
753,-0.005800445472253719,0.0001
754,-0.011334986885366579,0.0001
755,0.003438754444720383,0.0001
756,-0.003200340915290438,0.0001
757,-0.0026804233700115448,0.0001
758,0.0026091265212358,0.0001
759,-0.00717949060662273,0.0001
760,-0.0028330485511918646,0.0001
761,-0.012624310965238764,0.0001
762,-0.003572609998947625,0.0001
763,0.006708012308721487,0.0001
764,-0.006863269158032884,0.0001
765,-0.018775160018441723,0.0001
766,0.005226309832641979,0.0001
767,0.006146573195886254,0.0001
768,-0.0074505436441734295,0.0001
769,0.001128002196678043,0.0001
770,-0.005913195789453628,0.0001
771,-0.0007764166001536366,0.0001
772,-0.004720949810576163,0.0001
773,0.002429452627621804,0.0001
774,0.00499596247136639,0.0001
775,0.0072624005574197185,0.0001
776,0.005624895225163362,0.0001
777,-0.002871773481419321,0.0001
778,-0.004773109005952839,0.0001
779,0.01937331758006665,0.0001
780,0.006017571547087994,0.0001
781,0.02278038216164855,0.0001
782,0.017786257966153265,0.0001
783,-0.009261163256656027,0.0001
784,-0.009118879461714413,0.0001
785,-0.004279413649446525,0.0001
786,0.017056623093899423,0.0001
787,0.01438723052770221,0.0001
788,0.014329309696428061,0.0001
789,0.008799607594886731,0.0001
790,-0.006572673762992318,0.0001
791,-0.0011938561175959695,0.0001
792,-0.009905133990458274,0.0001
793,-0.002065482679629749,0.0001
794,0.0020418374789044763,0.0001
795,-0.002598982043852262,0.0001
796,-0.0031459518210914836,0.0001
797,0.0045413073027766515,0.0001
798,0.0030664763726126433,0.0001
799,0.012012078457036007,0.0001
800,0.015050323161143082,0.0001
801,-0.004459061475893419,0.0001
802,-0.0031141040331183825,0.0001
803,-0.0009702221964440647,0.0001
804,0.00983162571626789,0.0001
805,0.0018867244452048443,0.0001
806,-0.00806001669614392,0.0001
807,-0.007439247781758936,0.0001
808,0.0034218019186249542,0.0001
809,-0.013863311777460419,0.0001
810,-0.0008797198321380351,0.0001
811,0.02852960902124437,0.0001
812,0.0032778381967579276,0.0001
813,0.003261106207406445,0.0001
814,-0.005153918546273241,0.0001
815,-0.010554710780792122,0.0001
816,0.0009435132681151088,0.0001
817,-0.0006371831755139864,0.0001
818,0.0005112291076383459,0.0001
819,-0.002048647602872721,0.0001
820,-0.00856159098391016,0.0001
821,0.008447092726447758,0.0001
822,0.004042900796269703,0.0001
823,-0.0003233038050626532,0.0001
824,-0.008060846150257818,0.0001
825,-0.006027538387935947,0.0001
826,-0.0012320778084818278,0.0001
827,0.0062861988882175505,0.0001
828,-0.007610993779710674,0.0001
829,-0.00039507030885558447,0.0001
830,0.0005023448351266825,0.0001
831,0.011023912069974036,0.0001
832,-0.022332884911454295,0.0001
